org_item_id;definition;type;category;lexical_category;lexical_class;uni_lemma;complexity_category;form;item_id
item_8;A. Babcia dała mi książeczkę. Oglądam książeczkę.%B. Oglądam książeczkę, którą dała mi babcia.;alternatives;grupa2;;;;;CDI3;item_718
item_11;A. Będzie padać. Zostaniemy w domu.%B. Jeśli będzie padać, zostaniemy w domu.;alternatives;grupa2;;;;;CDI3;item_719
item_12;A. Jest ładna pogoda i pójdziemy na spacer.%B. Jest ładna pogoda, więc pójdziemy na spacer.;alternatives;grupa2;;;;;CDI3;item_720
item_6;A. Wracałem(-am) do domu. Widziałem(-am) kolegę.%B. Wracając do domu, widziałem(-am) kolegę.;alternatives;grupa2;;;;;CDI3;item_721
item_14;A. Jechałem(-am) do przedszkola i śpiewałem(-am) piosenkę.%B. Jadąc do przedszkola, śpiewałem(-am) piosenkę.;alternatives;grupa2;;;;;CDI3;item_722
item_32;Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania „o/na/w kim? czym?”, zakończonych na „-ach”, np. „o zabawkach”, „na drzewach”?;yesNo;wprost;;;;;CDI3;item_723
item_24;Czy Twoje dziecko używa słowa „bo” („ponieważ”), żeby połączyć dwa zdania, np. „Nie wyjdziemy, bo pada deszcz”?;yesNo;wprost;;;;;CDI3;item_724
item_35;Czy Twoje dziecko opowiada o tym, co ktoś powiedział, mówiąc „... powiedział(a), że...”?;yesNo;wprost;;;;;CDI3;item_725
item_29;Czy Twoje dziecko używa słowa „jak” i/lub „kiedy”, by łączyć dwa zdania, np. „Jak wrócę do domu, to zjem obiad”?;yesNo;wprost;;;;;CDI3;item_726
item_25;Czy Twoje dziecko używa słowa „ale”, żeby połączyć dwa zdania, np. „Szukam misia, ale nie mogę go znaleźć”?;yesNo;wprost;;;;;CDI3;item_727
item_33;Czy Twoje dziecko używa słowa „żeby” („aby”) w zdaniach takich jak „Myję nogi, żeby były czyste”?;yesNo;wprost;;;;;CDI3;item_728
item_22;Czy Twoje dziecko używa słów „która”, „które” („co”) itp., żeby połączyć dwa zdania, np. „Jem ciasto, które zrobiła mama”?;yesNo;wprost;;;;;CDI3;item_729
item_27;Czy Twoje dziecko używa słów „żebym”, „żebyś”, „abym”, „abyś” itp. w zdaniach takich jak: „Chcę, żebyś narysowała misia”, „Zapal światło, abym mógł widzieć”?;yesNo;wprost;;;;;CDI3;item_730
